,tpr,tnr,rate,test_set,val_set,Tree,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc
108,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2271.7597125528, 1: 1810.838245603235}","{0: 2443.915, 1: 2742.235}","{0: 0.7005014249674657, 1: 0.3241511751617441}","{0: 0.6814, 1: 0.6814}","{0: 0.226, 1: 0.226}","{0: 0.331, 1: 0.331}","{0: 0.9263515016685205, 1: 0.8664566666666667}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
109,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 2356.475, 1: 2356.475}","{0: 0.684640522875817, 1: 0.0}","{0: 0.692, 1: 0.692}","{0: 0.0, 1: 0.0}","{0: 0.317, 1: 0.317}","{0: 1.0, 1: 0.9326666666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
110,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1744.0701190926252, 1: 1274.9226092949036}","{0: 2564.145, 1: 2613.065}","{0: 0.7970594475585315, 1: 0.8125270995329662}","{0: 0.6729666666666667, 1: 0.6729666666666667}","{0: 0.567, 1: 0.567}","{0: 0.353, 1: 0.353}","{0: 0.4779940674823879, 1: 0.4633833333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
111,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1497.657248768031}","{0: 2493.1, 1: 2351.865}","{0: 0.7564270152505446, 1: 0.759402334908125}","{0: 0.6784333333333334, 1: 0.6784333333333334}","{0: 0.336, 1: 0.336}","{0: 0.34, 1: 0.34}","{0: 0.6666666666666667, 1: 0.633}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
112,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2007.3257914688554, 1: 1867.87795785}","{0: 2443.915, 1: 1987.965}","{0: 0.7488882357788005, 1: 0.5545027850809061}","{0: 0.6781333333333334, 1: 0.6781333333333334}","{0: 0.11, 1: 0.11}","{0: 0.332, 1: 0.332}","{0: 0.7016722284019281, 1: 0.66447}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
113,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 1295.462741133164}","{0: 2274.5, 1: 2039.87}","{0: 0.8282135076252723, 1: 0.8285612028428524}","{0: 0.7035, 1: 0.7035}","{0: 0.642, 1: 0.642}","{0: 0.3, 1: 0.3}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
114,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1751.9076549409776, 1: 1463.7069375436824}","{0: 2318.22, 1: 1843.72}","{0: 0.7956253147409007, 1: 0.8012506413438385}","{0: 0.696, 1: 0.696}","{0: 0.452, 1: 0.452}","{0: 0.308, 1: 0.308}","{0: 0.4846533185020393, 1: 0.46937}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
115,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1747.7139623183348, 1: 1706.9490033333334}","{0: 2443.915, 1: 1523.725}","{0: 0.7963926875904236, 1: 0.6340932908496731}","{0: 0.686, 1: 0.686}","{0: 0.222, 1: 0.222}","{0: 0.331, 1: 0.331}","{0: 0.48109010011123476, 1: 0.46616666666666673}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
116,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 2460.31, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.6813, 1: 0.6813}","{0: 1.0, 1: 1.0}","{0: 0.335, 1: 0.335}","{0: 0.0, 1: 0.033666666666666664}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
117,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1494.6915981628097, 1: 2155.9850441033136}","{0: 2542.285, 1: 1683.08}","{0: 0.8426913818549295, 1: 0.7160042001559455}","{0: 0.6718999999999999, 1: 0.6718999999999999}","{0: 0.794, 1: 0.794}","{0: 0.35, 1: 0.35}","{0: 0.2661067853170188, 1: 0.27289666666666657}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
118,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1613.9696423404364, 1: 1909.2991606619387}","{0: 2493.1, 1: 1358.36}","{0: 0.8208655732222441, 1: 0.7489980704491725}","{0: 0.6789333333333334, 1: 0.6789333333333334}","{0: 0.548, 1: 0.548}","{0: 0.341, 1: 0.341}","{0: 0.36745272525027806, 1: 0.36400666666666665}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
119,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1581.2405115705903, 1: 1454.5586423666666}","{0: 2525.89, 1: 1091.72}","{0: 0.8268544352112369, 1: 0.8275036333333333}","{0: 0.6717666666666666, 1: 0.6717666666666666}","{0: 0.346, 1: 0.346}","{0: 0.346, 1: 0.346}","{0: 0.33964404894327027, 1: 0.3390066666666667}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
120,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2313.6049972130736, 1: 1934.4782321081839}","{0: 4132.6, 1: 4284.4}","{0: 0.6928444652858053, 1: 0.27931785527856473}","{0: 0.5093333333333333, 1: 0.5093333333333333}","{0: 0.115, 1: 0.115}","{0: 0.641, 1: 0.641}","{0: 0.9619058212829069, 1: 0.9320866666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
121,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 4263.76, 1: 4263.76}","{0: 0.684640522875817, 1: 0.0}","{0: 0.49689999999999995, 1: 0.49689999999999995}","{0: 0.0, 1: 0.0}","{0: 0.664, 1: 0.664}","{0: 1.0, 1: 0.9663333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
122,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1783.5283591487516, 1: 1463.4998827791057}","{0: 4302.015, 1: 3639.83}","{0: 0.7898392755446018, 1: 0.7854296641811693}","{0: 0.48893333333333333, 1: 0.48893333333333333}","{0: 0.463, 1: 0.463}","{0: 0.672, 1: 0.672}","{0: 0.5115202076381165, 1: 0.52719}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
123,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1609.1322947838598}","{0: 4302.015, 1: 3596.355}","{0: 0.7564270152505446, 1: 0.7458645004747659}","{0: 0.4901666666666667, 1: 0.4901666666666667}","{0: 0.31, 1: 0.31}","{0: 0.674, 1: 0.674}","{0: 0.6666666666666667, 1: 0.6666666666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
124,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2050.8948103496746, 1: 1886.2395331944444}","{0: 4291.085, 1: 3395.765}","{0: 0.7409158626990532, 1: 0.5841556319028609}","{0: 0.4958666666666667, 1: 0.4958666666666667}","{0: 0.216, 1: 0.216}","{0: 0.669, 1: 0.669}","{0: 0.7386911383018169, 1: 0.7314166666666667}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
125,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 1357.3101824807554}","{0: 4181.785, 1: 2726.215}","{0: 0.8282135076252723, 1: 0.8255314717713733}","{0: 0.5007666666666667, 1: 0.5007666666666667}","{0: 0.661, 1: 0.661}","{0: 0.652, 1: 0.652}","{0: 0.3333333333333333, 1: 0.36699999999999994}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
126,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1788.3286316616623, 1: 1547.4572041875554}","{0: 4307.48, 1: 2631.52}","{0: 0.7889609091195495, 1: 0.7759941122584049}","{0: 0.492, 1: 0.492}","{0: 0.552, 1: 0.552}","{0: 0.674, 1: 0.674}","{0: 0.5155988134964775, 1: 0.5308566666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
127,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1892.0101540564317, 1: 1776.6487932444445}","{0: 4170.855, 1: 2483.84}","{0: 0.769988992853352, 1: 0.6544353571361027}","{0: 0.5003, 1: 0.5003}","{0: 0.407, 1: 0.407}","{0: 0.647, 1: 0.647}","{0: 0.6036929922135706, 1: 0.6100533333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
128,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 4329.34, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.488, 1: 0.488}","{0: 1.0, 1: 1.0}","{0: 0.677, 1: 0.677}","{0: 0.0, 1: 0.06733333333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
129,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1535.7208364958885, 1: 2298.137352175368}","{0: 4280.155, 1: 1826.96}","{0: 0.8351837444655282, 1: 0.6884140273360108}","{0: 0.48856666666666665, 1: 0.48856666666666665}","{0: 0.903, 1: 0.903}","{0: 0.668, 1: 0.668}","{0: 0.30096774193548376, 1: 0.3379033333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
130,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1780.8271148892136, 1: 2318.690826926927}","{0: 4198.18, 1: 1646.12}","{0: 0.7903335562874266, 1: 0.6724971322122123}","{0: 0.4986333333333333, 1: 0.4986333333333333}","{0: 0.766, 1: 0.766}","{0: 0.655, 1: 0.655}","{0: 0.5092250648869113, 1: 0.5251266666666665}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
131,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1975.2599710826116, 1: 1697.2125007833333}","{0: 4296.55, 1: 1522.04}","{0: 0.7547557234981498, 1: 0.74940932}","{0: 0.4913666666666667, 1: 0.4913666666666667}","{0: 0.672, 1: 0.672}","{0: 0.672, 1: 0.672}","{0: 0.6744271412680756, 1: 0.6736433333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
132,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 2121.615}","{0: 6083.605, 1: 6083.605}","{0: 0.684640522875817, 1: 0.22233333333333338}","{0: 0.3080333333333333, 1: 0.3080333333333333}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
133,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 6100.0, 1: 6100.0}","{0: 0.684640522875817, 1: 0.0}","{0: 0.30226666666666663, 1: 0.30226666666666663}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
134,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1836.745925780521, 1: 1543.67926862658}","{0: 6089.07, 1: 4739.12}","{0: 0.7801013859504994, 1: 0.772557326330741}","{0: 0.30839999999999995, 1: 0.30839999999999995}","{0: 0.327, 1: 0.327}","{0: 1.0, 1: 1.0}","{0: 0.556737115313311, 1: 0.6015066666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
135,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1633.401748890403}","{0: 6094.535, 1: 4740.44}","{0: 0.7564270152505446, 1: 0.7467938028607086}","{0: 0.30639999999999995, 1: 0.30639999999999995}","{0: 0.328, 1: 0.328}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666667, 1: 0.7003333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
136,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2093.0062919402094, 1: 1901.9856058333332}","{0: 6100.0, 1: 4769.455}","{0: 0.733210193606549, 1: 0.6053060881168177}","{0: 0.3053, 1: 0.3053}","{0: 0.321, 1: 0.321}","{0: 1.0, 1: 1.0}","{0: 0.7744716351501668, 1: 0.79725}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
137,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 1376.061403231624}","{0: 6100.0, 1: 3414.04}","{0: 0.8282135076252723, 1: 0.8202866389269345}","{0: 0.3054, 1: 0.3054}","{0: 0.648, 1: 0.648}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.4006666666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
138,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1837.3830528595074, 1: 1660.8751860490604}","{0: 6083.605, 1: 3325.675}","{0: 0.7799848027704469, 1: 0.7555915789890014}","{0: 0.30726666666666663, 1: 0.30726666666666663}","{0: 0.668, 1: 0.668}","{0: 1.0, 1: 1.0}","{0: 0.5572784575454208, 1: 0.6019933333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
139,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2072.0465565952, 1: 1828.6434948}","{0: 6100.0, 1: 3443.055}","{0: 0.7370454608243, 1: 0.6912618767016492}","{0: 0.3067, 1: 0.3067}","{0: 0.641, 1: 0.641}","{0: 1.0, 1: 1.0}","{0: 0.756662958843159, 1: 0.78124}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
140,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 6083.605, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.31110000000000004, 1: 0.31110000000000004}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.101}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
141,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 2639.2909204470743}","{0: 6078.14, 1: 1955.0}","{0: 0.8282135076252723, 1: 0.6251744404996713}","{0: 0.3038666666666667, 1: 0.3038666666666667}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333332, 1: 0.40066666666666656}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
142,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 2706.3397024983565}","{0: 6089.07, 1: 1955.0}","{0: 0.7564270152505446, 1: 0.5820129191321499}","{0: 0.3058, 1: 0.3058}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.7003333333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
143,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 6094.535, 1: 1955.0}","{0: 0.684640522875817, 1: 0.679}","{0: 0.30893333333333334, 1: 0.30893333333333334}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
